BusinessEntityID,NationalIDNumber,LoginID,OrganizationNode,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate,DepartmentID
130,"578953538","adventure-works\rob1","zÌº",4,"Production Technician - WC40","1983-08-04","S","M","2019-02-13",0,71,55,-1,"{54FDA597-6822-42B4-B12863ECA03071F2}","06/30/24 00:00:00",7
131,"273260055","adventure-works\baris0","zÌ¬",4,"Production Technician - WC40","2000-10-07","S","M","2019-02-15",0,72,56,-1,"{232D68BF-DF58-48F9-923553BD4B009B4B}","06/30/24 00:00:00",7
132,"1300049","adventure-works\nicole0","zÌ∆",4,"Production Technician - WC40","1996-04-09","M","F","2019-02-22",0,67,53,-1,"{15671E3B-016F-41FD-840B5A9F7D776D9A}","06/30/24 00:00:00",7
133,"830150469","adventure-works\michael1","zÌ ",4,"Production Technician - WC40","2001-01-04","S","M","2019-01-10",0,70,55,-1,"{416BF905-7D6C-4692-8FD640F6C4F9ECC4}","06/30/24 00:00:00",7
134,"45615666","adventure-works\eric0","zÓÄ",3,"Production Supervisor - WC20","1995-01-19","M","M","2019-01-14",0,40,40,-1,"{2ABCF39B-88D7-49FA-820A83D223322BA5}","06/30/24 00:00:00",7
135,"964089218","adventure-works\ivo0","zÓ¨",4,"Production Technician - WC20","1992-01-03","M","M","2018-12-04",0,9,24,-1,"{D83A26F3-7EA7-477B-A5BB7EAADFC13A09}","06/30/24 00:00:00",7
136,"701156975","adventure-works\sylvester0","zÓ¥",4,"Production Technician - WC20","1980-11-12","M","M","2019-12-11",0,4,22,-1,"{D9C43D08-3882-4E5C-BDF0F6BD7004CD04}","06/30/24 00:00:00",7
137,"63761469","adventure-works\anibal0","zÓº",4,"Production Technician - WC20","1984-09-05","S","F","2019-02-23",0,8,24,-1,"{BC18A829-F0CE-4EAF-97852D84C86F925A}","06/30/24 00:00:00",7
138,"25011600","adventure-works\samantha0","zÓ¬",4,"Production Technician - WC20","1997-11-22","M","F","2019-02-04",0,7,23,-1,"{1629EDDD-D0AE-4CB9-A59C3A175F7027E5}","06/30/24 00:00:00",7
139,"113393530","adventure-works\hung-fu0","zÓ∆",4,"Production Technician - WC20","1981-10-23","S","M","2020-01-06",0,0,20,-1,"{065D8D5F-9504-4FFE-98DCE69677F19F15}","06/30/24 00:00:00",7
140,"339233463","adventure-works\prasanna0","zÓ ",4,"Production Technician - WC20","1963-04-30","M","M","2020-01-22",0,5,22,-1,"{72ED240A-0FD8-4423-8A499078BA6BCF6C}","06/30/24 00:00:00",7
141,"872923042","adventure-works\min0","zÓŒ",4,"Production Technician - WC20","1984-09-10","M","M","2020-01-24",0,1,20,-1,"{CC75C35D-1566-43FA-B2E9D1E508EFDCD1}","06/30/24 00:00:00",7
142,"163347032","adventure-works\olinda0","zÓ—",4,"Production Technician - WC20","1980-04-04","S","F","2020-03-04",0,3,21,-1,"{6456CEC3-9B1E-4EBC-9FD8732B93363F65}","06/30/24 00:00:00",7
143,"56772045","adventure-works\krishna0","zÓ”",4,"Production Technician - WC20","1981-09-05","S","M","2020-02-13",0,2,21,-1,"{42A506A5-0AC0-4148-B702BB7B804EF98C}","06/30/24 00:00:00",7
144,"886023130","adventure-works\paul1","zÓ’",4,"Production Technician - WC20","2000-11-04","M","M","2019-01-17",0,6,23,-1,"{DC5BA622-B860-41EE-AF925FEB4779B589}","06/30/24 00:00:00",7
145,"386315192","adventure-works\cynthia0","zÔÄ",3,"Production Supervisor - WC30","1991-08-18","S","F","2019-01-27",0,69,54,-1,"{F9E1DC46-0D03-4A8A-B6931A964BC13E6C}","06/30/24 00:00:00",7
146,"160739235","adventure-works\jianshuo0","zÔ¨",4,"Production Technician - WC30","1999-06-25","S","M","2018-12-07",0,36,38,-1,"{6FFF136A-9664-4EB9-9243FAC76E21B9DD}","06/30/24 00:00:00",7
147,"604664374","adventure-works\sandra0","zÔ¥",4,"Production Technician - WC30","1985-11-05","M","F","2018-12-26",0,37,38,-1,"{F69F3FF9-E1E0-4419-A6BFF705E1556160}","06/30/24 00:00:00",7
148,"733022683","adventure-works\jason0","zÔº",4,"Production Technician - WC30","1998-12-07","S","M","2019-01-14",0,38,39,-1,"{C16C501D-942D-4EB0-B5C4EF8119FBEBA2}","06/30/24 00:00:00",7
149,"764853868","adventure-works\andy0","zÔ¬",4,"Production Technician - WC30","1993-10-20","M","M","2019-01-31",0,39,39,-1,"{615A6BFE-3046-4037-9764238535F725BE}","06/30/24 00:00:00",7
150,"878395493","adventure-works\michael5","zÔ∆",4,"Production Technician - WC30","1992-09-18","M","M","2019-02-26",0,35,37,-1,"{2B0876D4-8996-4E71-A613BE2E98E7ACCF}","06/30/24 00:00:00",7
151,"993310268","adventure-works\rostislav0","zÔ ",4,"Production Technician - WC30","1987-09-13","M","M","2019-02-19",0,40,40,-1,"{00027A8C-C2F8-4A31-ABA88A203638B8F1}","06/30/24 00:00:00",7
152,"319472946","adventure-works\yuhong0","zD",3,"Production Supervisor - WC20","1987-04-06","M","M","2019-02-01",0,41,40,-1,"{F1A684F4-02DB-4B22-89776D8D3A21100E}","06/30/24 00:00:00",7
153,"568596888","adventure-works\hanying0","zE`",4,"Production Technician - WC20","1984-10-16","S","M","2018-12-16",0,15,27,-1,"{618B71BC-6E8C-492D-8862B9EFB7A4E06A}","06/30/24 00:00:00",7
154,"97728960","adventure-works\raymond0","zE†",4,"Production Technician - WC20","1977-03-02","M","M","2018-12-23",0,10,25,-1,"{9F01E1FB-B893-40CC-9F5CAAF89F9B7AF5}","06/30/24 00:00:00",7
155,"212801092","adventure-works\fadi0","zE‡",4,"Production Technician - WC20","1999-02-15","S","M","2019-01-04",0,16,28,-1,"{9923376F-26D0-4845-9D99CC3D696CAEB8}","06/30/24 00:00:00",7
156,"322160340","adventure-works\lane0","zF",4,"Production Technician - WC20","1984-09-23","M","M","2019-01-11",0,11,25,-1,"{042427B8-3883-4A87-A6A3724EE1690F49}","06/30/24 00:00:00",7
157,"812797414","adventure-works\linda1","zF0",4,"Production Technician - WC20","1987-10-05","S","F","2019-02-03",0,12,26,-1,"{F963F913-449E-4EBB-BFDAFC0C3010DB65}","06/30/24 00:00:00",7
158,"300946911","adventure-works\shelley0","zFP",4,"Production Technician - WC20","1996-12-08","S","F","2019-03-07",0,14,27,-1,"{13942056-2930-4490-83CEAF2386D5A5E7}","06/30/24 00:00:00",7
159,"404159499","adventure-works\terrence0","zFp",4,"Production Technician - WC20","1994-12-08","S","M","2019-02-16",0,13,26,-1,"{4DA76442-5EEF-41FB-AE1916C55714F9AD}","06/30/24 00:00:00",7
160,"712885347","adventure-works\jeff0","zL",3,"Production Supervisor - WC45","1987-01-15","M","M","2019-01-21",0,74,57,-1,"{7C7D459E-1F49-427D-9BD5DE31880C85DC}","06/30/24 00:00:00",7
161,"275962311","adventure-works\kirk0","zM`",4,"Production Technician - WC45","1995-02-06","S","M","2018-12-15",0,74,57,-1,"{08D25BAA-167B-499C-8B5131DCC856A8CF}","06/30/24 00:00:00",7
162,"514829225","adventure-works\laura0","zM†",4,"Production Technician - WC45","1990-12-25","S","F","2019-01-03",0,75,57,-1,"{FCCD65BA-2702-4409-AE5675AF1710AC78}","06/30/24 00:00:00",7
163,"377784364","adventure-works\alex0","zM‡",4,"Production Technician - WC45","2000-04-13","M","M","2019-02-08",0,77,58,-1,"{B96BC9C2-5A25-4A9B-887AC7C10E47B80C}","06/30/24 00:00:00",7
164,"65848458","adventure-works\andrew1","zN",4,"Production Technician - WC45","1998-09-24","S","M","2019-03-06",0,73,56,-1,"{A2A2CF20-4E5C-45F7-A7BD1B94F0C3A43A}","06/30/24 00:00:00",7
165,"539490372","adventure-works\chris0","zN0",4,"Production Technician - WC45","1998-12-16","M","M","2019-01-22",0,76,58,-1,"{300223F3-5587-4230-909BD9C4AFD6D683}","06/30/24 00:00:00",7
166,"60114406","adventure-works\jack0","zT",3,"Production Supervisor - WC30","1993-06-22","S","M","2019-02-21",0,68,54,-1,"{69A47230-70EE-48FD-AC15C39F3712FF14}","06/30/24 00:00:00",7
167,"498138869","adventure-works\david1","zU`",4,"Production Technician - WC30","1989-11-02","S","M","2018-12-02",0,25,32,-1,"{ED7EE92E-A9D0-4E3A-8DEE4B143E459F7E}","06/30/24 00:00:00",7
168,"271438431","adventure-works\garrett0","zU†",4,"Production Technician - WC30","1994-08-25","S","M","2018-12-07",0,34,37,-1,"{A6F5F72F-AA03-41B7-8B6EB123BD360753}","06/30/24 00:00:00",7
169,"351069889","adventure-works\susan1","zU‡",4,"Production Technician - WC30","1993-04-02","S","F","2018-12-14",0,31,35,-1,"{F73D75D5-B47B-46EE-AD117BF13DD6C55D}","06/30/24 00:00:00",7
170,"476115505","adventure-works\george0","zV",4,"Production Technician - WC30","1987-04-16","M","M","2018-12-21",0,26,33,-1,"{01B119A2-2AF3-4775-818EB421FECB07A7}","06/30/24 00:00:00",7
171,"746373306","adventure-works\david3","zV0",4,"Production Technician - WC30","1991-08-03","S","M","2019-01-02",0,32,36,-1,"{84C358D4-2493-452C-B7D6B212C893A009}","06/30/24 00:00:00",7
172,"364818297","adventure-works\marc0","zVP",4,"Production Technician - WC30","1996-10-24","M","M","2019-01-16",0,22,31,-1,"{1F151ABC-DB4A-431A-8A5D15F46C5B8FFC}","06/30/24 00:00:00",7
173,"87268837","adventure-works\eugene0","zVp",4,"Production Technician - WC30","1997-07-15","S","M","2019-01-21",0,33,36,-1,"{1BA1D374-18AE-48ED-938F6F5D2EEC4D4D}","06/30/24 00:00:00",7
174,"585408256","adventure-works\benjamin0","zVà",4,"Production Technician - WC30","1996-01-05","S","M","2019-01-27",0,28,34,-1,"{F1A6F824-895B-4A0F-AF1B05FBA703E69F}","06/30/24 00:00:00",7
175,"259388196","adventure-works\reed0","zVò",4,"Production Technician - WC30","1999-01-08","M","M","2019-02-02",0,23,31,-1,"{B3967C00-7014-4960-AF15B1A6D3094F6F}","06/30/24 00:00:00",7
176,"860123571","adventure-works\david7","zV®",4,"Production Technician - WC30","1995-09-23","M","M","2019-02-14",0,29,34,-1,"{85AFB689-7EAB-41A8-B1549446195D5BDE}","06/30/24 00:00:00",7
177,"551346974","adventure-works\russell1","zV∏",4,"Production Technician - WC30","1992-02-11","M","M","2019-02-21",0,24,32,-1,"{D54C7989-2675-4EF3-B392370A8D264B2B}","06/30/24 00:00:00",7
178,"568626529","adventure-works\john3","zV»",4,"Production Technician - WC30","1992-03-24","S","M","2019-03-03",0,27,33,-1,"{96C7EAB1-6DEA-4C59-AFD8923F0E8DE1F6}","06/30/24 00:00:00",7
179,"587567941","adventure-works\jan0","zVÿ",4,"Production Technician - WC30","1984-11-15","S","M","2019-03-05",0,30,35,-1,"{975F827D-BE71-4EB1-8DBFE6C451D1FAD5}","06/30/24 00:00:00",7
180,"862951447","adventure-works\katie0","z\",3,"Production Supervisor - WC20","1994-11-18","S","F","2019-02-20",0,42,41,-1,"{5BE8B211-CBE5-45D8-84FD23F36A881473}","06/30/24 00:00:00",7
181,"545337468","adventure-works\michael0","z]`",4,"Production Technician - WC20","1994-11-17","S","M","2018-12-09",0,20,30,-1,"{4FD6FE82-535A-4DD1-BEB1154A8B5E42F0}","06/30/24 00:00:00",7
182,"368920189","adventure-works\nitin0","z]†",4,"Production Technician - WC20","1996-12-01","S","M","2018-12-28",0,21,30,-1,"{EBBC6787-3F2D-4F6B-9EA34DEF02EF382E}","06/30/24 00:00:00",7
183,"969985265","adventure-works\barbara0","z]‡",4,"Production Technician - WC20","1989-07-02","M","F","2019-01-22",0,17,28,-1,"{045C9CBB-3448-4599-9FA96C7A9F82F832}","06/30/24 00:00:00",7
184,"305522471","adventure-works\john2","z^",4,"Production Technician - WC20","1996-04-05","M","M","2019-02-09",0,18,29,-1,"{BAB69951-28AD-4BCA-B5AC032746D0CC6F}","06/30/24 00:00:00",7
185,"621932914","adventure-works\stefen0","z^0",4,"Production Technician - WC20","1985-12-21","S","M","2019-02-28",0,19,29,-1,"{B9EEBF9F-F694-4BC2-98EC9B4FB0379EDF}","06/30/24 00:00:00",7
186,"551834634","adventure-works\shane0","zd",3,"Production Supervisor - WC45","2000-05-24","S","M","2019-02-08",0,75,57,-1,"{2625C358-672A-4000-AD67B8CD3F318285}","06/30/24 00:00:00",7
187,"713403643","adventure-works\yvonne0","ze`",4,"Production Technician - WC45","1999-04-15","M","F","2018-12-09",0,79,59,-1,"{83C6DABF-FD7D-4F5B-BB22EB7EEBB9A772}","06/30/24 00:00:00",7
188,"435234965","adventure-works\douglas0","ze†",4,"Production Technician - WC45","1995-11-24","M","M","2018-12-27",0,80,60,-1,"{1AB0EDEB-7558-4734-84235A11B44DCA35}","06/30/24 00:00:00",7
189,"187369436","adventure-works\janeth0","ze‡",4,"Production Technician - WC45","1982-07-24","S","F","2019-01-15",0,81,60,-1,"{8261B8CB-BC3F-4BCE-B36486035D870263}","06/30/24 00:00:00",7
190,"456839592","adventure-works\robert0","zf",4,"Production Technician - WC45","1995-02-28","S","M","2019-02-02",0,82,61,-1,"{2203154E-5EBD-4ACA-99BED835A3309D03}","06/30/24 00:00:00",7
191,"399658727","adventure-works\lionel0","zf0",4,"Production Technician - WC45","1998-03-14","S","M","2019-02-26",0,78,59,-1,"{231B1798-F67B-45C1-9688265180F93D28}","06/30/24 00:00:00",7
192,"634335025","adventure-works\brenda0","zl",3,"Production Supervisor - WC40","1993-02-28","M","F","2019-03-05",0,71,55,-1,"{714D519B-375E-4C5A-8491C758D00CF95F}","06/30/24 00:00:00",7
193,"761597760","adventure-works\alejandro0","zm`",4,"Production Technician - WC40","1998-12-05","S","M","2018-12-06",0,52,46,-1,"{8C7321D2-2C64-4902-9D648F5C1EB7F747}","06/30/24 00:00:00",7
194,"295971920","adventure-works\fred0","zm†",4,"Production Technician - WC40","1999-06-25","S","M","2018-12-12",0,47,43,-1,"{45358AE8-0B0E-4C11-90BBDAC3EC0D5C82}","06/30/24 00:00:00",7
195,"918737118","adventure-works\kevin1","zm‡",4,"Production Technician - WC40","1995-12-25","S","M","2018-12-17",0,58,49,-1,"{DC7E95FF-275E-41C2-8ED3686864F0540A}","06/30/24 00:00:00",7
196,"370487086","adventure-works\shammi0","zn",4,"Production Technician - WC40","1990-10-04","M","M","2018-12-24",0,53,46,-1,"{9BEF0C94-7969-4905-9A42CE469C754800}","06/30/24 00:00:00",7
197,"632092621","adventure-works\rajesh0","zn0",4,"Production Technician - WC40","1987-10-04","M","M","2018-12-31",0,48,44,-1,"{ACA7B40C-7AC0-4DAA-B4C71051D850D7D9}","06/30/24 00:00:00",7
198,"19312190","adventure-works\lorraine0","znP",4,"Production Technician - WC40","1998-11-26","M","F","2019-01-04",0,49,44,-1,"{A63966B6-9AD6-40BC-AFD4A83745879F4D}","06/30/24 00:00:00",7
199,"992874797","adventure-works\paula1","znp",4,"Production Technician - WC40","1997-02-10","M","F","2019-01-12",0,54,47,-1,"{5DD2BE46-204F-4AF3-91F55EF082F6D6A6}","06/30/24 00:00:00",7
200,"749211824","adventure-works\frank0","znà",4,"Production Technician - WC40","1997-09-06","M","M","2019-01-17",0,56,48,-1,"{DD9AD278-ED17-40CF-8619BAF1BB9D1CF2}","06/30/24 00:00:00",7
201,"746201340","adventure-works\brian0","znò",4,"Production Technician - WC40","1987-02-10","S","M","2019-01-29",0,55,47,-1,"{18D594A8-B4ED-43C0-9C436033FEAADF4E}","06/30/24 00:00:00",7
202,"436757988","adventure-works\tawana0","zn®",4,"Production Technician - WC40","1999-11-10","S","M","2019-02-05",0,50,45,-1,"{BB4A3E50-232E-4212-9FAFE67429FEBC7D}","06/30/24 00:00:00",7
203,"693168613","adventure-works\ken1","zn∏",4,"Production Technician - WC40","1991-05-28","M","M","2019-02-24",0,51,45,-1,"{699C00D8-C4AB-4CD2-A48F37CBCB5BFCCA}","06/30/24 00:00:00",7
204,"440379437","adventure-works\gabe0","zn»",4,"Production Technician - WC40","1998-05-10","M","M","2019-03-08",0,57,48,-1,"{790C9A7C-264C-4D48-A9D3E2571A8011D8}","06/30/24 00:00:00",7
205,"332349500","adventure-works\lori0","zt",3,"Production Supervisor - WC45","1990-07-18","S","F","2019-02-26",0,76,58,-1,"{23D436FC-08F7-4988-8B4D490AA4E8B7E7}","06/30/24 00:00:00",7
206,"835460180","adventure-works\stuart0","zu`",4,"Production Technician - WC45","1972-09-13","S","M","2018-12-02",0,84,62,-1,"{4F361B4F-7920-4037-9A0A46D616F9B9C7}","06/30/24 00:00:00",7
207,"687685941","adventure-works\greg0","zu†",4,"Production Technician - WC45","1980-10-18","S","M","2018-12-02",0,85,62,-1,"{A36B5D6B-72A5-47F8-9F6B5D922130E760}","06/30/24 00:00:00",7
208,"199546871","adventure-works\scott0","zu‡",4,"Production Technician - WC45","1997-02-10","M","M","2019-01-08",0,86,63,-1,"{E35DA50A-BB51-4E08-8B8D87EF4650247A}","06/30/24 00:00:00",7
209,"167554340","adventure-works\kathie0","zv",4,"Production Technician - WC45","2000-11-01","M","F","2019-01-27",0,87,63,-1,"{25FC84D7-E013-44B8-82CD63CD4723AF81}","06/30/24 00:00:00",7
210,"20244403","adventure-works\belinda0","zv0",4,"Production Technician - WC45","1979-09-17","S","F","2019-02-20",0,83,61,-1,"{F714B5EC-CA7C-4E6E-A8122C5A119F4C30}","06/30/24 00:00:00",7
211,"398223854","adventure-works\hazem0","{@",2,"Quality Assurance Manager","1987-10-26","S","M","2019-02-28",-1,80,60,-1,"{05C84608-F445-4F9D-BB5C0828C309C29D}","12/26/24 09:17:09",13
212,"885055826","adventure-works\peng0","{V",3,"Quality Assurance Supervisor","1986-03-18","M","M","2018-12-09",-1,81,60,-1,"{E249D613-36C9-4544-9B6F6CE50E5E0DA5}","06/30/24 00:00:00",13
213,"343861179","adventure-works\sootha0","{V∞",4,"Quality Assurance Technician","1976-12-05","M","M","2020-02-23",0,85,62,-1,"{A3DADF19-27F0-460A-9888CE6CAA9E3583}","06/30/24 00:00:00",13
214,"131471224","adventure-works\andreas0","{V–",4,"Quality Assurance Technician","1999-03-28","M","M","2019-02-02",0,84,62,-1,"{F4DDD64F-DFFE-4DF3-AA17D6BEA1924818}","06/30/24 00:00:00",13
215,"381772114","adventure-works\mark0","{V",4,"Quality Assurance Technician","1996-04-30","S","M","2019-01-15",0,83,61,-1,"{6B63EF27-2C55-4F4C-BE29FCE8B694DC4A}","06/30/24 00:00:00",13
216,"403414852","adventure-works\sean0","{W",4,"Quality Assurance Technician","1986-03-06","S","M","2018-12-28",0,82,61,-1,"{34E128CF-D904-4327-80149DF0D5DE7D08}","06/30/24 00:00:00",13
217,"345106466","adventure-works\zainal0","{Z",3,"Document Control Manager","1986-01-30","M","M","2019-01-04",0,77,58,-1,"{DC60EEED-9F9F-4435-86664DE4FAFDE9C3}","06/30/24 00:00:00",12
218,"540688287","adventure-works\tengiz0","{Z∞",4,"Control Specialist","2000-04-28","S","M","2018-12-16",0,76,58,-1,"{C609B3B2-7969-410C-934C62C34B63C4EE}","06/30/24 00:00:00",12
219,"242381745","adventure-works\sean1","{Z–",4,"Document Control Assistant","1997-03-12","S","M","2019-01-22",0,78,59,-1,"{F78657A9-83EF-4B4D-98093C4C6D1A7BB4}","06/30/24 00:00:00",12
220,"260770918","adventure-works\karen0","{Z",4,"Document Control Assistant","1985-12-25","M","F","2019-02-09",0,79,59,-1,"{8A41ED23-7AE2-4C15-AA5D9496E721F848}","06/30/24 00:00:00",12
221,"260805477","adventure-works\chris1","{[",4,"Control Specialist","1997-05-26","M","M","2019-03-06",0,75,57,-1,"{45C358FB-9C7F-4D36-8EC73D89E9FD07F4}","06/30/24 00:00:00",12
222,"685233686","adventure-works\ascott0","{¿",2,"Master Scheduler","1978-09-17","S","M","2018-12-12",0,44,42,-1,"{13909262-4136-492F-BCA30B0E3773B03E}","12/26/24 09:17:09",8
223,"981495526","adventure-works\sairaj0","{÷",3,"Scheduling Assistant","1997-12-22","M","M","2019-01-26",0,46,43,-1,"{4D36A720-CE32-4C47-866ADB7844449309}","06/30/24 00:00:00",8
224,"621209647","adventure-works\william0","{⁄",3,"Scheduling Assistant","1991-11-06","M","M","2019-01-07",0,45,42,-1,"{1A68CD62-6FE9-4613-90D42CD178E4E54A}","06/30/24 00:00:00",8
225,"470689086","adventure-works\alan0","{ﬁ",3,"Scheduling Assistant","1994-03-29","M","M","2019-02-13",0,47,43,-1,"{DE321854-B076-4D59-BB7B42152031B108}","06/30/24 00:00:00",8
226,"368691270","adventure-works\brian1","{·",3,"Scheduling Assistant","1994-08-11","M","M","2019-03-03",0,48,44,-1,"{DFA02733-C26E-4E31-99D89167E4E5131D}","06/30/24 00:00:00",8
227,"141165819","adventure-works\gary1","| ",2,"Facilities Manager","1981-02-18","M","M","2019-12-02",-1,86,63,-1,"{62F6EC59-5635-44F3-9CC12D8EEAF90A05}","06/30/24 00:00:00",14
228,"553069203","adventure-works\christian0","|+",3,"Maintenance Supervisor","1986-01-18","M","M","2018-12-14",-1,92,66,-1,"{4611C7C5-90A0-407F-B05493BD51533609}","06/30/24 00:00:00",14
229,"879334904","adventure-works\lori1","|+X",4,"Janitor","1980-07-31","M","F","2020-02-16",0,90,65,-1,"{929FE187-EE24-4F5F-AF2AF96324F09423}","06/30/24 00:00:00",14
230,"28414965","adventure-works\stuart1","|+h",4,"Janitor","1981-12-17","M","M","2020-03-05",0,88,64,-1,"{CC2791E6-7629-49C5-922A81445AFDF033}","06/30/24 00:00:00",14
231,"153479919","adventure-works\jo1","|+x",4,"Janitor","1964-04-24","M","F","2020-03-07",0,91,65,-1,"{39AF5CCA-9B52-41E5-B51072901D2578F6}","06/30/24 00:00:00",14
232,"646304055","adventure-works\pat0","|+Ñ",4,"Janitor","1980-12-03","S","M","2020-01-27",0,89,64,-1,"{49238447-30EE-4009-993F0B6C756AB436}","06/30/24 00:00:00",14
233,"552560652","adventure-works\magnus0","|-",3,"Facilities Administrative Assistant","1981-08-27","M","M","2019-12-21",0,87,63,-1,"{0A4BCC09-ACE5-4481-90678B9ED70ECA18}","06/30/24 00:00:00",14
234,"184188301","adventure-works\laura1","Ñ",1,"Chief Financial Officer","1986-01-06","M","F","2019-01-31",-1,0,20,-1,"{D5E315A6-BD65-4D67-9D5F81EF5C4EF8A6}","06/30/24 00:00:00",16
235,"535145551","adventure-works\paula0","Ö`",2,"Human Resources Manager","1986-02-11","M","F","2018-12-06",-1,54,47,-1,"{65028F15-4149-4DE5-B2039D7EC86BAF87}","06/30/24 00:00:00",9
236,"476980013","adventure-works\grant0","Ök",3,"Human Resources Administrative Assistant","1986-04-16","S","M","2019-02-25",0,53,46,-1,"{4511ABBA-7F34-400E-907BA663C20E1A41}","06/30/24 00:00:00",9
237,"416679555","adventure-works\hao0","Öm",3,"Human Resources Administrative Assistant","1987-04-17","S","M","2019-02-06",0,52,46,-1,"{FD53C4C8-B34E-460F-9EE5747B07FE98B3}","06/30/24 00:00:00",9
238,"264306399","adventure-works\vidur0","Öo",3,"Recruiter","1994-08-01","S","M","2019-01-01",0,50,45,-1,"{47E76B59-B137-4572-AD556B3E68C13BD3}","06/30/24 00:00:00",9
239,"619308550","adventure-works\mindy0","ÖpÄ",3,"Benefits Specialist","1994-11-20","M","F","2018-12-25",0,51,45,-1,"{834D7AB6-06E6-4944-B42F028CD4BD388E}","06/30/24 00:00:00",9
240,"332040978","adventure-works\willis0","ÖqÄ",3,"Recruiter","1988-07-18","S","M","2018-12-13",0,49,44,-1,"{A1D86ECC-EA17-4B1B-8369F1D07AB0A469}","06/30/24 00:00:00",9
241,"30845","adventure-works\david6","Ö†",2,"Accounts Manager","1993-07-08","M","M","2019-01-30",-1,57,48,-1,"{2DC9D534-F5D1-4A14-82820A2A0EB6FD4D}","06/30/24 00:00:00",10
242,"363923697","adventure-works\deborah0","Ö´",3,"Accounts Receivable Specialist","1986-03-06","M","F","2018-12-18",0,60,50,-1,"{09F75454-028C-46CA-BC080147BD0220D7}","06/30/24 00:00:00",10
243,"60517918","adventure-works\candy0","Ö≠",3,"Accounts Receivable Specialist","1986-02-23","S","F","2019-01-06",0,61,50,-1,"{9E9F713B-707C-4F7E-9504DE188052A045}","06/30/24 00:00:00",10
244,"931190412","adventure-works\bryan1","ÖØ",3,"Accounts Receivable Specialist","1994-09-20","S","M","2019-01-24",0,62,51,-1,"{CB3E71EC-A381-4716-87DFD3841AB9795A}","06/30/24 00:00:00",10
245,"363910111","adventure-works\barbara1","Ö∞Ä",3,"Accountant","1986-01-04","M","F","2019-02-18",-1,58,49,-1,"{3FFBA84E-8E97-4649-A5E1859649D83AAE}","06/30/24 00:00:00",10
246,"663843431","adventure-works\dragan0","Ö±Ä",3,"Accounts Payable Specialist","1987-02-14","M","M","2019-02-11",0,63,51,-1,"{51C54D34-064B-44F7-A6B17702BD491980}","06/30/24 00:00:00",10
247,"519756660","adventure-works\janet0","Ö≤Ä",3,"Accounts Payable Specialist","1989-03-09","M","F","2019-03-01",0,64,52,-1,"{0C641D77-8675-493F-99478C65136559CD}","06/30/24 00:00:00",10
248,"480951955","adventure-works\mike0","Ö≥Ä",3,"Accountant","1989-07-01","S","M","2019-03-08",-1,59,49,-1,"{AC35337D-7C75-4DEE-BB116564F257FE18}","06/30/24 00:00:00",10
249,"121491555","adventure-works\wendy0","Ö‡",2,"Finance Manager","1994-10-11","S","F","2018-12-25",-1,55,47,-1,"{8F410408-4AA8-4D67-886D530BFE4EBE3B}","06/30/24 00:00:00",10
250,"895209680","adventure-works\sheela0","ÖÎ",3,"Purchasing Manager","1988-02-10","S","F","2021-02-25",-1,49,44,-1,"{7D6B0155-0191-4599-8394378EBDE63C9A}","06/30/24 00:00:00",5
251,"603686790","adventure-works\mikael0","ÖÎX",4,"Buyer","1994-08-17","S","M","2019-02-10",0,59,49,-1,"{D0FD55FF-42FA-491E-8B3BAB3316018909}","06/30/24 00:00:00",5
252,"792847334","adventure-works\arvind0","ÖÎh",4,"Buyer","1984-08-21","M","M","2019-02-28",0,60,50,-1,"{51DE26F0-6ED9-4A70-B68988EB882674B6}","06/30/24 00:00:00",5
253,"407505660","adventure-works\linda2","ÖÎx",4,"Buyer","1980-11-30","M","F","2019-12-17",0,56,48,-1,"{ED06F9F4-2123-4C44-89D7E43E1E1ABC2F}","06/30/24 00:00:00",5
254,"482810518","adventure-works\fukiko0","ÖÎÑ",4,"Buyer","1980-11-24","M","M","2020-01-04",0,57,48,-1,"{36CD6636-C657-4FC7-9BFACC1BFA9102A2}","06/30/24 00:00:00",5
255,"466142721","adventure-works\gordon0","ÖÎå",4,"Buyer","1976-11-29","M","M","2020-01-11",0,52,46,-1,"{2CB2D5C3-C437-49B1-9FFDFAA096F6126F}","06/30/24 00:00:00",5
256,"367453993","adventure-works\frank2","ÖÎî",4,"Buyer","1962-05-12","M","M","2020-01-23",0,58,49,-1,"{0423D8D0-1B14-4718-8C1785E2F98D222F}","06/30/24 00:00:00",5
257,"381073001","adventure-works\eric2","ÖÎú",4,"Buyer","1982-09-17","S","M","2020-01-27",0,54,47,-1,"{A28AB377-06F5-417A-A5E259F459088699}","06/30/24 00:00:00",5
258,"785853949","adventure-works\erin0","ÖÎ¢",4,"Buyer","1981-01-04","S","F","2020-01-31",0,53,46,-1,"{B60712A9-50A5-4296-B89269C4701834B0}","06/30/24 00:00:00",5
259,"20269531","adventure-works\ben0","ÖÎ¶",4,"Buyer","1983-06-03","M","M","2020-03-09",0,55,47,-1,"{B9641CAE-765C-4662-B760C167A1F2B8B5}","06/30/24 00:00:00",5
260,"437296311","adventure-works\annette0","ÖÎ™",4,"Purchasing Assistant","1988-01-29","M","F","2020-12-06",0,50,45,-1,"{9E03395F-4D5D-4A53-880E174BD8C1DB59}","06/30/24 00:00:00",5
